fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014-03-28,0.675725131123553,0.9315560389543869,1.4422049845680096,1.3565872068157954,1.186370891611203,1.355567966515876,1.4411857442680902,1.1863708916112623,-0.34353109437796414,-1.958033210382466,-1.107972467222594,-1.3627889124424972,-0.68498296508689,-0.17331637173641157,-1.193591837537836,-0.5137474095825327,-1.2781887824271507,-0.8521415593918195,0.3363117410143707,0.16609701837283003,-0.1733163717364709,-0.004119296831738562,-0.5137474095825327,0.0815000734834324
2014-03-29,0.877625923660125,1.0021260191861099,1.3137507565623103,1.313006418831109,1.0647494006624654,1.1885039936095996,1.0028715217650475,0.8164923824938651,0.31774533296312124,-0.5515258170688987,-2.4786779399018104,-1.4215389751363527,-1.2970400444581474,-1.172537619236551,-0.7379049563400811,-0.7379037914923016,-1.2351621655606861,-0.055012945579347654,-0.24064658227163588,0.19473391289933945,0.1313661936919389,0.19324407258935672,0.13136619369188682,0.38036871443946796
2014-03-31,0.502266894708238,0.8706918049645445,1.2400037225053948,1.3870172231501032,1.166495588396387,1.460525357259111,1.1656085811118226,1.0185936966804605,0.5766592685283691,-0.5321579562320804,-2.156414975680209,-0.8279603558772591,-2.009401475035624,-1.1228771320246094,-0.7535665982703611,-0.7544522217681895,-0.7544522217682513,-0.310747930407105,-0.45776281483846704,0.20557887156517943,0.4269875136034498,-0.014944146975262517,-0.38425468072944896,0.058563987133807116
2014-04-01,0.8160426458455472,0.9033305270235332,1.5954084697430075,1.3356198617771833,1.5091597300075803,1.162081617205242,1.5081205885649367,1.1620799935467985,0.5562524142211948,-0.5712322875796669,-1.089773609385728,-1.435814204403939,-1.0897736093856434,-0.571232287579679,-0.9172712589393134,-1.0035232459917607,-1.263313477616101,-0.7437330143674445,-0.39665490156516664,0.035636056846987584,0.12292393802504618,-0.39665490156516664,-1.090812750828275,-0.1368662935993425
2014-04-02,0.48665719426644083,0.8162198723589,1.3924623649319687,1.2276802550258012,1.4733718270292055,1.2266935542684834,1.391474122454775,1.3904874216974572,0.40475794797206555,-1.3219945865127323,-0.7487106544915576,-1.4048789918444808,-1.5706462607880902,-0.7477254954542419,-0.9953904689722131,-0.9115193628831584,-1.4058641508817848,-0.5000574384963353,0.24096253882315846,0.32286024339763497,0.1580796752113433,-0.5829418438280722,-0.17049630212380948,-0.17148146116118257
2014-04-03,0.17497426819008646,1.1250310298257662,1.1250310298257662,1.6952906929663774,1.4101608613960717,1.5048245642425306,1.3154971585496127,1.3143566534795919,0.2684974659665644,-1.2518189588097266,-1.347623166726193,-0.9655468401302415,-0.8720236423537636,-0.6804170085600022,-0.489949097796997,-1.1571552559633207,-1.2518189588097266,-0.11015556338020588,-0.11129428641104168,0.17383554515926394,0.08031056534354784,-0.6815557315907583,-1.2529594638797208,-0.015491860533746916
2014-04-04,0.5612149347332844,0.81506337767043,1.2384809876205547,1.5755885721794731,1.2384809876205547,1.407034779900014,1.407034779900014,1.4913124693012185,0.47592187059855995,-1.471598598662259,-1.7244300803428756,-0.9618709633208335,-1.4715985986622,-0.20134100924277462,-0.6257755804493573,-0.709037895117125,-1.0471640274555463,-0.5384549398938127,-0.5394671415812077,-0.11605111815404495,-0.20032880755537966,-0.37091176277870375,-0.1150357434206079,-0.11706649288755294
2014-04-05,0.45440538259364877,0.8611460659846764,0.9959152919325487,1.198069130854291,1.1988809783779695,1.4018453963116724,1.198067862342592,1.4010335487879937,1.063299904906466,0.11585989118844235,-0.35826667368829596,-1.3730925688920397,-1.7790226732712011,-1.7116380602972934,-0.7641980465792226,-0.6286169731077285,-1.576870102861177,-0.8323945070767994,-0.08710579525701623,-0.08791637426892017,-0.019719913771343307,-0.4264631341858823,-0.42646313418592957,0.18324450416235957
2014-04-06,0.11240224833553994,0.44920389850807313,0.9200805809703944,1.055770944685936,1.1228071988531771,1.2560733034524119,1.1228084608308064,1.323918485310178,0.9208882466832901,0.9887334285410562,-0.09032563152480647,-0.2922433217170643,-1.638644780649701,-2.1773653829921122,-1.2348068763099833,-1.3696895743126105,-1.3018443924548537,-1.0999241783072808,-0.4263196159845474,-0.15736188569210402,0.3143212005054271,0.11159458262271005,0.044558328455459505,0.04536473219071648
2014-04-07,0.028755514343858795,0.25668280728174214,0.9404561390357108,1.397218137761229,1.5485609257934019,1.320635057365508,1.3953933404920658,1.320635057365508,1.3963064513815944,0.256681382771774,-1.1874526346617462,-0.959526766233778,-1.4153770785796722,-1.7189729165137588,-0.8829436858380781,-0.8081839782015414,-1.1108695542660358,-0.8838553722176915,-0.2748388990803022,-0.12349611104806557,0.33235277678791353,-0.04782471703196851,-0.35233224134566854,-0.4280036353617656
2014-04-08,-0.3260708595019106,0.5436848083761642,1.0651223691457292,1.4134421057210953,1.6731172125455311,1.240325910993753,1.586559929915282,1.2392830521668465,1.4989565295244258,0.3695241253550469,-1.5431082935291962,-1.1092708742166413,-1.2823870689439958,-0.6743922255441817,-0.3260724889688276,-0.8475084202714755,-0.8475100497384653,-0.7599082788144536,-0.7609495081744309,-0.06535289385055632,-0.15191180594772244,-0.6743905960772647,-0.6743922255441939,-0.586790454620182
2014-04-09,-0.33938675001168467,0.732853993072768,1.0625467006981195,1.474410431970173,1.475402028531719,1.5585677426448803,1.5585677426448687,1.310062196866955,1.310062196866955,0.23781990683004584,-0.5888807984461163,-0.9185735060715371,-1.330440331248515,-0.8354077919583761,-1.083914884688827,-0.5057166312854118,-0.7532321274542587,-1.248266213697027,-0.6710564629502451,-0.4225509171723315,-0.1760239236600602,-0.1750354210034961,-0.5057166312854809,-1.1660905491928866
2014-04-10,0.008679293758438483,0.46962744112307725,1.1156186277240792,1.3937397994202667,1.5776765381722526,1.3937397994202667,1.5787845699563439,1.3006651295597675,1.3006651295597675,0.10064766313443146,-0.8245727269467589,-1.4705656448474362,-1.1015841355591924,-0.6395262251110061,-0.8234646951626805,-0.7326043575706885,-0.7303882940025832,-1.4705656448474362,-0.45337688539016263,0.008677562458827498,-0.36140851601409224,-0.0855034078860101,-0.36140851601401486,-1.1935525049353402
2014-04-11,-0.0670864237232784,0.5701459325009324,0.9949679458330924,1.2778989686214155,1.4197899591651832,1.4903106390614556,1.4197899591651832,1.5608299914097383,1.2779002961694146,0.7111886198415454,-0.49360637100968807,-1.4137724051183391,-1.0594697441344025,-1.27188274212262,-0.8470594012424012,-0.3517167080139788,-1.2727310453257155,-1.1299917515788422,-0.49275806780658266,-0.5632774201548161,-0.13845540682271537,-0.4213890847071457,-0.7068676722009515,-0.49275806780658266
2014-04-12,-0.2081137587159018,0.656828035245136,0.9036376164239024,1.1504471976025652,1.2749625641400286,1.335737356374875,1.3979956186717037,1.5210286732033789,1.3372208264368661,1.0889300913086262,-0.45640449384413295,-1.012280760442145,-1.6911889235155173,-1.3828645521553815,-1.1353138149737683,-1.1360561290329299,-0.7024729190200094,-0.6409558127260188,-0.33262912525335664,-0.5171804441352424,-0.14659665242191108,-0.8262471295545313,-0.39340507554442294,-0.08507838807170907
