fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2014-03-28,0.6757251311235412,0.931556038954375,1.4422049845679976,1.3565872068157834,1.186370891611191,1.3555679665158642,1.4411857442680784,1.1863708916112505,-0.343531094377976,-1.9580332103824778,-1.107972467222606,-1.3627889124425092,-0.6849829650869019,-0.17331637173642345,-1.193591837537848,-0.5137474095825446,-1.2781887824271625,-0.8521415593918313,0.33631174101435884,0.16609701837281815,-0.17331637173648276,-0.004119296831750428,-0.5137474095825446,0.08150007348342053,-0.5748229355657611,-0.9446450128847184,-1.41297132402051,-1.4838250803364499,-1.4596311288341608,-1.5650477142126027,-1.606523100847191,-1.4458060136899928,-0.4071932084322965,1.0755518740547139,0.9528537711397875,1.0427171019810466,0.9027376875400981,0.6953607955692619,0.8457089639641376,0.7299235834296673,1.2863849624074117,0.8163306354848785,0.429226999427341,0.318625995869832,0.39293603097181873,0.5640219544871375,0.534643626007879,0.31344153648868134
2014-03-29,0.8776259236601252,1.00212601918611,1.3137507565623106,1.3130064188311092,1.0647494006624656,1.1885039936095998,1.0028715217650477,0.8164923824938652,0.3177453329631213,-0.5515258170688988,-2.478677939901811,-1.421538975136353,-1.2970400444581476,-1.1725376192365513,-0.7379049563400812,-0.7379037914923017,-1.2351621655606861,-0.05501294557934766,-0.2406465822716359,0.19473391289933947,0.1313661936919389,0.19324407258935675,0.13136619369188682,0.380368714439468,-0.7262643026293444,-1.1257657579151974,-1.2914755260765372,-1.1925635053141435,-1.513706238948557,-1.5432513728930528,-0.5143100861800083,0.22688734059809507,0.5994129238646371,1.3226263134569678,2.765199414139762,1.3547405868204092,0.7394310528240075,0.808797939641906,0.40929642310293773,0.4979318249364115,0.5917055056077808,0.12669090325901575,0.0367708398363985,-0.20472857181054638,-0.37943011355230755,-0.22785076532798812,-0.2676724569482802,-0.49247237049236925
2014-03-31,0.5022668947082278,0.8706918049645344,1.2400037225053846,1.3870172231500932,1.1664955883963768,1.4605253572591008,1.1656085811118124,1.0185936966804505,0.5766592685283588,-0.5321579562320908,-2.1564149756802196,-0.8279603558772696,-2.009401475035635,-1.1228771320246198,-0.7535665982703715,-0.7544522217681999,-0.7544522217682618,-0.3107479304071154,-0.4577628148384774,0.20557887156516916,0.4269875136034395,-0.01494414697527283,-0.38425468072945934,0.05856398713379681,-0.4407159469104312,-0.7570079885646341,-1.3942435330620464,-1.3632345311149572,-1.3709867816017287,-1.4779679492161337,-1.4686652116663594,-1.4143993843276577,-0.6267699585929738,0.4740505716355551,0.725223709200868,1.1081852159382606,1.7516225608250884,1.405872004286792,1.0182591102916962,0.7980949007421814,1.0275617369445256,0.6802605454806454,0.3128035397168027,-0.12907507072005778,-0.008139815263818781,0.33606032814276987,0.5515732243658656,0.2616387234697515
2014-04-01,0.8160426458455473,0.9033305270235333,1.5954084697430078,1.3356198617771835,1.5091597300075807,1.1620816172052422,1.5081205885649371,1.1620799935467987,0.5562524142211949,-0.571232287579667,-1.0897736093857282,-1.4358142044039393,-1.0897736093856436,-0.5712322875796791,-0.9172712589393135,-1.003523245991761,-1.2633134776161012,-0.7437330143674447,-0.3966549015651667,0.03563605684698759,0.12292393802504621,-0.3966549015651667,-1.0908127508282752,-0.13686629359934252,-0.4707535126012382,-0.8316404128731943,-1.2929352461765908,-1.4850201611000662,-1.3395013134930258,-1.3264045918814749,-1.365694652632907,-1.3453220285395706,-0.7647017214634229,0.36161446363196925,0.8854822872617965,1.2201756749218482,1.2885697966276894,0.7443291407380944,1.0993950831026655,1.1226781514552866,1.3846122367422313,1.4297230125402116,0.2859445782219577,-0.26266160527894755,-0.03419693508570299,0.2801238284810051,0.3325106455383934,0.08367328186300521
2014-04-02,0.4866571942664639,0.8162198723589231,1.3924623649319918,1.2276802550258243,1.4733718270292289,1.2266935542685065,1.3914741224547982,1.3904874216974803,0.4047579479720886,-1.3219945865127096,-0.7487106544915347,-1.404878991844458,-1.5706462607880676,-0.7477254954542191,-0.9953904689721903,-0.9115193628831355,-1.4058641508817622,-0.5000574384963125,0.24096253882318147,0.322860243397658,0.15807967521136632,-0.5829418438280494,-0.17049630212378653,-0.17148146116115964,-0.39825797265147356,-0.868948353584518,-1.3468578708518906,-1.4176058475519164,-1.351189407730437,-1.410386642370146,-1.4118304765217546,-1.2558962504530538,-0.6437100538148449,0.9185200128702808,1.0730104392110906,1.1740788298237483,1.5913473471472486,0.9084131393852934,0.9300706172357095,1.104774859393943,1.2607090854626444,0.9127447451112847,-0.03296755363335757,-0.2798634345246163,-0.08205805248296338,0.26735022529117064,0.20959685922679705,0.14895575601175853
2014-04-03,0.17497426819008646,1.1250310298257662,1.1250310298257662,1.6952906929663774,1.4101608613960717,1.5048245642425306,1.3154971585496127,1.3143566534795919,0.2684974659665644,-1.2518189588097266,-1.347623166726193,-0.9655468401302415,-0.8720236423537636,-0.6804170085600022,-0.489949097796997,-1.1571552559633207,-1.2518189588097266,-0.11015556338020588,-0.11129428641104168,0.17383554515926394,0.08031056534354784,-0.6815557315907583,-1.2529594638797208,-0.015491860533746916,0.015322932875507301,-0.8148472939642535,-1.3956023910728983,-1.5412462912799643,-1.594042201307065,-1.5667339510284364,-1.52668195768611,-1.442936703130592,-0.5872787731370976,0.8800835550881917,1.0166247196708018,1.3461442267339832,0.9219562691764799,0.8837248229590418,0.5906164320147409,0.6634383170103821,1.162268663283134,0.6088219032636549,0.04445177368428657,0.040810679434516564,0.22832716351406587,0.6962081652584131,0.5906164320147506,0.7799535066244638
2014-04-04,0.5612149347332844,0.81506337767043,1.2384809876205547,1.5755885721794731,1.2384809876205547,1.407034779900014,1.407034779900014,1.4913124693012185,0.47592187059855995,-1.471598598662259,-1.7244300803428756,-0.9618709633208335,-1.4715985986622,-0.20134100924277462,-0.6257755804493573,-0.709037895117125,-1.0471640274555463,-0.5384549398938127,-0.5394671415812077,-0.11605111815404495,-0.20032880755537966,-0.37091176277870375,-0.1150357434206079,-0.11706649288755294,-0.3991245676248432,-0.8203091238408514,-1.290547341455019,-1.515517453721386,-1.5764116346087456,-1.569645583143456,-1.4901448313016066,-1.4224846796061663,-0.7712555027712864,0.6326931792631484,0.9912920114790083,1.4513812527167607,0.9862174627978925,0.7781624187018367,0.7832370480401746,0.5971714998097392,1.1942725875511524,0.8272161204286159,0.3214563443468565,0.21827463418383128,0.6377676472870552,0.5430433300590591,0.5413518676034957,0.3519033138047175
2014-04-05,0.4544053825936487,0.8611460659846762,0.9959152919325485,1.1980691308542908,1.1988809783779693,1.4018453963116722,1.1980678623425918,1.4010335487879937,1.0632999049064658,0.11585989118844234,-0.3582666736882959,-1.3730925688920395,-1.779022673271201,-1.7116380602972932,-0.7641980465792225,-0.6286169731077283,-1.5768701028611765,-0.8323945070767993,-0.08710579525701621,-0.08791637426892016,-0.019719913771343304,-0.4264631341858822,-0.42646313418592946,0.18324450416235954,-0.4251257829176714,-0.7729084043343211,-1.0704091540264085,-1.2268415328350493,-1.2869003158465293,-1.3902573911626335,-1.4810440235228448,-1.499201330014689,-1.1961136501859848,-0.45445684978175427,0.5386091094432975,1.3570852168661993,1.5302782528833665,1.3542919849002228,0.9394669344514891,0.810968939923273,1.1699252218111564,0.9394668678508203,0.3193244825548669,0.31094418725094214,0.31653105078689614,0.47436011217919116,0.42268152457063835,0.3193245491555392
2014-04-06,0.11240224833553995,0.44920389850807324,0.9200805809703945,1.0557709446859362,1.1228071988531774,1.256073303452412,1.1228084608308067,1.3239184853101782,0.9208882466832902,0.9887334285410564,-0.09032563152480648,-0.29224332171706435,-1.6386447806497013,-2.1773653829921127,-1.2348068763099833,-1.3696895743126107,-1.301844392454854,-1.0999241783072808,-0.4263196159845475,-0.15736188569210405,0.31432120050542717,0.11159458262271006,0.04455832845545951,0.04536473219071649,0.1496183554118262,-0.49676156469097743,-0.9629560157242816,-1.1731725213200324,-1.2175038842028008,-1.3118867814248345,-1.3075966869273714,-1.3433477926253885,-1.1631621871762508,-0.8685731185022475,-0.35661729581696977,0.4184666866264968,1.3980469009244778,1.7026463378371752,1.5882429087072218,1.4867097630696642,1.1234784664431268,0.9790440348818346,0.578631623788075,0.2297008921824366,0.07096589560024945,0.2397111581363924,0.032354772363803,0.20396005243837215
2014-04-07,0.028755514343858802,0.25668280728174214,0.9404561390357109,1.3972181377612292,1.548560925793402,1.3206350573655081,1.395393340492066,1.3206350573655081,1.3963064513815946,0.25668138277177405,-1.1874526346617464,-0.9595267662337782,-1.4153770785796724,-1.718972916513759,-0.8829436858380783,-0.8081839782015415,-1.110869554266036,-0.8838553722176917,-0.27483889908030223,-0.1234961110480656,0.3323527767879136,-0.04782471703196852,-0.3523322413456686,-0.42800363536176567,0.22936201269363685,-0.19080842910969306,-0.7717660082104114,-1.404296832993902,-1.4513195013662559,-1.474072424083079,-1.5605334291456596,-1.516544478980248,-1.4194654240286018,-0.6397991577141765,0.6464985193013786,1.0879049885532892,1.4595358667160114,1.3184677892694154,1.122792856427424,0.8770613923470545,0.9407694746928003,0.8254881104995165,0.5934084868446942,0.14593458117890296,0.03975437160643327,0.29458699030762936,0.32947478585222106,0.5175654593416328
2014-04-08,-0.3260708595019106,0.5436848083761642,1.0651223691457292,1.4134421057210953,1.6731172125455311,1.240325910993753,1.586559929915282,1.2392830521668465,1.4989565295244258,0.3695241253550469,-1.5431082935291962,-1.1092708742166413,-1.2823870689439958,-0.6743922255441817,-0.3260724889688276,-0.8475084202714755,-0.8475100497384653,-0.7599082788144536,-0.7609495081744309,-0.06535289385055632,-0.15191180594772244,-0.6743905960772647,-0.6743922255441939,-0.586790454620182,0.622223186423822,-0.2002621574268426,-0.8281265345094317,-1.4644526874929482,-1.5135311087651064,-1.523685159148355,-1.6167648554542569,-1.530454620218024,-1.510146358055805,-0.6995075004664401,0.894692572178257,0.9623867793856618,1.026696437628409,0.6154536850052198,0.47498808400306886,0.510527663833752,0.5816065814015213,0.9911570191934557,0.7389958149033773,0.4766804795321907,0.29052116761824964,0.586683687291003,1.0453123849593773,1.069005438179828
2014-04-09,-0.3393867500116846,0.7328539930727679,1.0625467006981195,1.4744104319701727,1.4754020285317189,1.5585677426448798,1.5585677426448683,1.3100621968669548,1.3100621968669548,0.2378199068300458,-0.5888807984461162,-0.9185735060715369,-1.3304403312485147,-0.8354077919583759,-1.0839148846888267,-0.5057166312854117,-0.7532321274542586,-1.2482662136970268,-0.671056462950245,-0.42255091717233145,-0.17602392366006014,-0.17503542100349606,-0.5057166312854808,-1.1660905491928863,0.5108229535123321,-0.2171558884694206,-0.8161876709793217,-1.4658189423745347,-1.6633199120736966,-1.567017764482684,-1.5686500022936003,-1.5066248876474866,-1.345033227619759,-0.6252156525238397,0.9090893685324799,0.8258450455975729,1.024978369854506,1.2208470628271195,0.8486963749504229,0.6071249454408629,0.8454319771598265,0.9319406200540895,0.8340062735677825,0.15499479940728061,0.19090395341623198,0.391669398737235,0.737704203808007,0.7409686015986076
2014-04-10,0.008679293758438483,0.46962744112307725,1.1156186277240792,1.3937397994202667,1.5776765381722526,1.3937397994202667,1.5787845699563439,1.3006651295597675,1.3006651295597675,0.10064766313443146,-0.8245727269467589,-1.4705656448474362,-1.1015841355591924,-0.6395262251110061,-0.8234646951626805,-0.7326043575706885,-0.7303882940025832,-1.4705656448474362,-0.45337688539016263,0.008677562458827498,-0.36140851601409224,-0.0855034078860101,-0.36140851601401486,-1.1935525049353402,0.5412591592208128,-0.2755994457308914,-0.7996900215812217,-1.3346239279848493,-1.5948620085135419,-1.5731754766686017,-1.64184944390914,-1.5261879981857762,-1.4701646119822338,-0.47439243169216777,1.208119248654431,1.135830866620938,0.9171585562112023,0.7237872355265829,0.6352340300120188,0.4761996067732286,0.9081225623160489,1.0671569855548437,0.6334267795283177,0.2105398178806585,0.1743956699511364,0.3460805880524915,0.790653952283419,0.9225803076622983
2014-04-11,-0.0670864237232784,0.5701459325009323,0.9949679458330922,1.2778989686214153,1.419789959165183,1.4903106390614553,1.419789959165183,1.560829991409738,1.2779002961694144,0.7111886198415452,-0.49360637100968796,-1.413772405118339,-1.0594697441344023,-1.2718827421226198,-0.8470594012424011,-0.35171670801397875,-1.2727310453257152,-1.129991751578842,-0.4927580678065826,-0.563277420154816,-0.13845540682271537,-0.42138908470714564,-0.7068676722009514,-0.4927580678065826,0.31319440501550233,-0.304436261574111,-0.8025719263080352,-1.341019145939936,-1.6462352534889921,-1.5641724808548214,-1.523860925956852,-1.5051448285086344,-1.3597352777132374,-0.7233885136754133,0.6356869128494586,0.7911743437880785,1.6348375679937734,0.835804990176,0.7105512339921322,0.7292673314403465,1.1784531896462178,0.8933929453588701,0.5795386891549931,0.4197321324013369,0.3160737993421385,0.5464256200736121,0.6673601817922575,0.5190712709953115
2014-04-12,-0.2081137587159018,0.656828035245136,0.9036376164239024,1.1504471976025652,1.2749625641400286,1.335737356374875,1.3979956186717037,1.5210286732033789,1.3372208264368661,1.0889300913086262,-0.45640449384413295,-1.012280760442145,-1.6911889235155173,-1.3828645521553815,-1.1353138149737683,-1.1360561290329299,-0.7024729190200094,-0.6409558127260188,-0.33262912525335664,-0.5171804441352424,-0.14659665242191108,-0.8262471295545313,-0.39340507554442294,-0.08507838807170907,-0.05808096406784265,-0.5757282342119685,-0.7717886412258514,-1.1949922611028403,-1.3025863785608813,-1.3121502925119866,-1.30617287479526,-1.5333160021502248,-1.452022676560428,-1.0694657479810525,-0.26490074577400374,0.8241910670136187,1.4948611313916649,1.4183495917611448,1.2677180040366962,1.1123042313149993,0.8803789759682065,0.8971158253826401,0.531295888731255,0.5193409392869526,0.40935575783299755,0.6353035384576375,0.4906491404282198,0.3603407273363035
